  1.0925252038D-02 1.14517D+13 2.93073D+06 1.98122D+00 4.98480D+02 7.000D-01
  1.3023274684D-02 1.45963D+13 3.09552D+06 1.94064D+00 4.98480D+02 7.000D-01
  1.5482309869D-02 1.85962D+13 3.26756D+06 1.89957D+00 4.98480D+02 7.000D-01
  1.8356038126D-02 2.36816D+13 3.44710D+06 1.85805D+00 4.98480D+02 7.000D-01
  2.1703475015D-02 3.01410D+13 3.63442D+06 1.81616D+00 4.98480D+02 7.000D-01
  2.5588433655D-02 3.83340D+13 3.82989D+06 1.77401D+00 4.98480D+02 7.000D-01
  3.0078567814D-02 4.87045D+13 4.03390D+06 1.73168D+00 4.98480D+02 7.000D-01
  3.5243970187D-02 6.17952D+13 4.24691D+06 1.68929D+00 4.98480D+02 7.000D-01
  4.1155471195D-02 7.82618D+13 4.46941D+06 1.64696D+00 4.98480D+02 7.000D-01
  4.7883310600D-02 9.88898D+13 4.70177D+06 1.60479D+00 4.98480D+02 7.000D-01
  5.5495734631D-02 1.24611D+14 4.94417D+06 1.56290D+00 4.98480D+02 7.000D-01
  6.4058376697D-02 1.56525D+14 5.19648D+06 1.52139D+00 4.98480D+02 7.000D-01
  7.3632899714D-02 1.95915D+14 5.45817D+06 1.48035D+00 4.98480D+02 7.000D-01
  8.4274740172D-02 2.44260D+14 5.72850D+06 1.43984D+00 4.98480D+02 7.000D-01
  9.6030642837D-02 3.03244D+14 6.00654D+06 1.39996D+00 4.98480D+02 7.000D-01
  1.0893618679D-01 3.74750D+14 6.29128D+06 1.36077D+00 4.98480D+02 7.000D-01
  1.2301355842D-01 4.60850D+14 6.58173D+06 1.32235D+00 4.98480D+02 7.000D-01
  1.3826983539D-01 5.63780D+14 6.87697D+06 1.28477D+00 4.98480D+02 7.000D-01
  1.5469599857D-01 6.85906D+14 7.17620D+06 1.24807D+00 4.98480D+02 7.000D-01
  1.7226679632D-01 8.29685D+14 7.47881D+06 1.21232D+00 4.98480D+02 7.000D-01
  1.9094147004D-01 9.97616D+14 7.78433D+06 1.17754D+00 4.98479D+02 7.000D-01
  2.1066523851D-01 1.19219D+15 8.09253D+06 1.14375D+00 4.98479D+02 7.000D-01
  2.3137137311D-01 1.41585D+15 8.40330D+06 1.11096D+00 4.98479D+02 7.000D-01
  2.5298380653D-01 1.67093D+15 8.71671D+06 1.07916D+00 4.98478D+02 7.000D-01
  2.7541990443D-01 1.95966D+15 9.03293D+06 1.04832D+00 4.98477D+02 7.000D-01
  2.9859295448D-01 2.28410D+15 9.35218D+06 1.01842D+00 4.98475D+02 7.000D-01
