  4.33820131735E-01  6.06365654512E+06  2.54926047133E-01  6.89720070421E-01  1.24039191923E-04  3.06128763811E-01  4.29559977189E-04  2.50810021185E-05  2.11494655176E-42  5.90259421675E-04  3.87277070738E-07  1.81132136284E-03  2.39497825211E-06  2.68305051387E-06  1.03269425102E-07  3.47478124639E-04  4.66033104670E-05  1.16707462874E-04  1.56479443341E-05  1.79443596134E-05  6.39251242077E-24
  4.31534534804E-01  6.11895069084E+06  2.62268907405E-01  6.89720068081E-01  1.24041530954E-04  3.06128763813E-01  4.29559977190E-04  2.50810021200E-05  2.11494655177E-42  5.90259421679E-04  3.87277070737E-07  1.81132136285E-03  2.39497825212E-06  2.68305051388E-06  1.03269425103E-07  3.47478124641E-04  4.66033104673E-05  1.16707462875E-04  1.56479443342E-05  1.79443596135E-05  6.39251242080E-24
  4.29257605391E-01  6.17501771632E+06  2.69845666668E-01  6.89720065541E-01  1.24044068200E-04  3.06128763815E-01  4.29559977190E-04  2.50810021221E-05  2.11494655178E-42  5.90259421683E-04  3.87277070734E-07  1.81132136286E-03  2.39497825214E-06  2.68305051388E-06  1.03269425104E-07  3.47478124643E-04  4.66033104675E-05  1.16707462876E-04  1.56479443343E-05  1.79443596136E-05  6.39251242084E-24
  4.26989439843E-01  6.23187485294E+06  2.77664990072E-01  6.89720062786E-01  1.24046820997E-04  3.06128763817E-01  4.29559977191E-04  2.50810021246E-05  2.11494655180E-42  5.90259421687E-04  3.87277070729E-07  1.81132136288E-03  2.39497825215E-06  2.68305051388E-06  1.03269425104E-07  3.47478124646E-04  4.66033104679E-05  1.16707462876E-04  1.56479443344E-05  1.79443596137E-05  6.39251242089E-24
  4.24730135387E-01  6.28953979482E+06  2.85735920413E-01  6.89720059796E-01  1.24049808335E-04  3.06128763819E-01  4.29559977190E-04  2.50810021279E-05  2.11494655181E-42  5.90259421693E-04  3.87277070722E-07  1.81132136289E-03  2.39497825217E-06  2.68305051387E-06  1.03269425105E-07  3.47478124648E-04  4.66033104682E-05  1.16707462877E-04  1.56479443345E-05  1.79443596139E-05  6.39251242093E-24
  4.22479790146E-01  6.34803071319E+06  2.94067897056E-01  6.89720056551E-01  1.24053050928E-04  3.06128763822E-01  4.29559977189E-04  2.50810021321E-05  2.11494655183E-42  5.90259421698E-04  3.87277070711E-07  1.81132136290E-03  2.39497825219E-06  2.68305051386E-06  1.03269425106E-07  3.47478124651E-04  4.66033104686E-05  1.16707462878E-04  1.56479443347E-05  1.79443596140E-05  6.39251242099E-24
  4.20238503140E-01  6.40736627127E+06  3.02670775916E-01  6.89720053027E-01  1.24056571382E-04  3.06128763825E-01  4.29559977187E-04  2.50810021376E-05  2.11494655185E-42  5.90259421705E-04  3.87277070696E-07  1.81132136292E-03  2.39497825221E-06  2.68305051384E-06  1.03269425107E-07  3.47478124654E-04  4.66033104690E-05  1.16707462879E-04  1.56479443348E-05  1.79443596142E-05  6.39251242104E-24
  4.18006374298E-01  6.46756563935E+06  3.11554850568E-01  6.89720049201E-01  1.24060394392E-04  3.06128763829E-01  4.29559977184E-04  2.50810021445E-05  2.11494655187E-42  5.90259421712E-04  3.87277070674E-07  1.81132136294E-03  2.39497825223E-06  2.68305051381E-06  1.03269425108E-07  3.47478124657E-04  4.66033104694E-05  1.16707462880E-04  1.56479443349E-05  1.79443596143E-05  6.39251242110E-24
  4.15783504462E-01  6.52864851047E+06  3.20730874550E-01  6.89720045045E-01  1.24064546947E-04  3.06128763832E-01  4.29559977179E-04  2.50810021534E-05  2.11494655189E-42  5.90259421720E-04  3.87277070643E-07  1.81132136296E-03  2.39497825226E-06  2.68305051376E-06  1.03269425109E-07  3.47478124661E-04  4.66033104699E-05  1.16707462882E-04  1.56479443351E-05  1.79443596145E-05  6.39251242117E-24
  4.13569995389E-01  6.59063511640E+06  3.30210084933E-01  6.89720040529E-01  1.24069058521E-04  3.06128763837E-01  4.29559977171E-04  2.50810021650E-05  2.11494655191E-42  5.90259421729E-04  3.87277070599E-07  1.81132136298E-03  2.39497825229E-06  2.68305051370E-06  1.03269425110E-07  3.47478124665E-04  4.66033104704E-05  1.16707462883E-04  1.56479443353E-05  1.79443596147E-05  6.39251242124E-24
  4.11365949762E-01  6.65354624403E+06  3.40004227242E-01  6.89720035621E-01  1.24073961320E-04  3.06128763841E-01  4.29559977160E-04  2.50810021798E-05  2.11494655194E-42  5.90259421740E-04  3.87277070539E-07  1.81132136300E-03  2.39497825231E-06  2.68305051360E-06  1.03269425111E-07  3.47478124669E-04  4.66033104710E-05  1.16707462884E-04  1.56479443355E-05  1.79443596150E-05  6.39251242132E-24
  4.09171471185E-01  6.71740325227E+06  3.50125581812E-01  6.89720030287E-01  1.24079290554E-04  3.06128763847E-01  4.29559977144E-04  2.50810021990E-05  2.11494655197E-42  5.90259421752E-04  3.87277070454E-07  1.81132136302E-03  2.39497825235E-06  2.68305051347E-06  1.03269425113E-07  3.47478124674E-04  4.66033104716E-05  1.16707462886E-04  1.56479443357E-05  1.79443596152E-05  6.39251242140E-24
  4.06986664190E-01  6.78222808924E+06  3.60586991657E-01  6.89720024486E-01  1.24085084753E-04  3.06128763852E-01  4.29559977123E-04  2.50810022239E-05  2.11494655200E-42  5.90259421766E-04  3.87277070337E-07  1.81132136305E-03  2.39497825238E-06  2.68305051329E-06  1.03269425114E-07  3.47478124679E-04  4.66033104723E-05  1.16707462888E-04  1.56479443359E-05  1.79443596154E-05  6.39251242149E-24
