  5.55108544731E-01  3.17124287141E+06  8.23457595033E-03  6.59380453696E-01  4.92989467144E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.53940732051E-01  3.18253785533E+06  8.32683377077E-03  6.59380453696E-01  4.92989467725E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.52556898847E-01  3.19598041558E+06  8.43774041078E-03  6.59380453696E-01  4.92989468457E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.49410272614E-01  3.22678406114E+06  8.69645840885E-03  6.59380453696E-01  4.92989470220E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.47516548326E-01  3.24548844628E+06  8.85670358533E-03  6.59380453696E-01  4.92989471352E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.45625702552E-01  3.26429076832E+06  9.02020965177E-03  6.59380453696E-01  4.92989472565E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.43309451062E-01  3.28749854654E+06  9.22540559948E-03  6.59380453696E-01  4.92989474141E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.41803730510E-01  3.30269169421E+06  9.36178129028E-03  6.59380453695E-01  4.92989475229E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.40057982754E-01  3.32041314554E+06  9.52290994317E-03  6.59380453695E-01  4.92989476567E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.38091540563E-01  3.34051424154E+06  9.70838028022E-03  6.59380453695E-01  4.92989478160E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.36215418425E-01  3.35983271100E+06  9.88936341547E-03  6.59380453695E-01  4.92989479773E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.34342306390E-01  3.37925987579E+06  1.00740911861E-02  6.59380453695E-01  4.92989481483E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.32472226010E-01  3.39879761622E+06  1.02626518671E-02  6.59380453695E-01  4.92989483296E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.30605198744E-01  3.41844783777E+06  1.04551361019E-02  6.59380453694E-01  4.92989485244E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.27143910021E-01  3.45526446744E+06  1.08235145650E-02  6.59380453694E-01  4.92989489090E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
  5.26441121927E-01  3.46280448251E+06  1.09002180136E-02  6.59380453694E-01  4.92989489908E-05  3.20475688060E-01  2.27359589535E-03  1.32542596467E-04  1.05755113411E-41  2.94444329990E-03  1.96385161640E-06  8.89135775507E-03  8.73590486779E-06  1.43162015941E-05  4.93604609350E-07  1.73751854604E-03  2.33033708567E-04  5.83580278280E-04  7.82454822007E-05  8.97284039841E-05  1.42217484237E-22
