 0.434841E+01 0.326741E+01
 0.434755E+01 0.326857E+01
 0.434666E+01 0.327003E+01
 0.434576E+01 0.327191E+01
 0.434483E+01 0.327424E+01
 0.434389E+01 0.327716E+01
 0.434291E+01 0.328077E+01
 0.434190E+01 0.328526E+01
 0.434085E+01 0.329081E+01
 0.433972E+01 0.329769E+01
 0.433848E+01 0.330624E+01
 0.433707E+01 0.331689E+01
 0.433554E+01 0.332889E+01
 0.433394E+01 0.334137E+01
 0.433223E+01 0.335438E+01
 0.433036E+01 0.336793E+01
 0.432827E+01 0.338198E+01
 0.432589E+01 0.339685E+01
 0.432315E+01 0.341246E+01
 0.431994E+01 0.342891E+01
 0.431617E+01 0.344623E+01
 0.431166E+01 0.346454E+01
 0.430622E+01 0.348399E+01
 0.429954E+01 0.350472E+01
 0.429118E+01 0.352693E+01
 0.428047E+01 0.355113E+01
 0.426662E+01 0.357752E+01
 0.425874E+01 0.359143E+01
 0.424909E+01 0.360994E+01
 0.424610E+01 0.362332E+01
 0.425013E+01 0.363413E+01
 0.425445E+01 0.363941E+01
 0.425941E+01 0.364429E+01
 0.427241E+01 0.365434E+01
 0.428011E+01 0.366365E+01
 0.428751E+01 0.367458E+01
 0.429271E+01 0.368493E+01
 0.429340E+01 0.368630E+01
 0.429381E+01 0.368716E+01
 0.429428E+01 0.368814E+01
 0.429453E+01 0.368866E+01
 0.429480E+01 0.368915E+01
 0.429500E+01 0.368944E+01
 0.429509E+01 0.368951E+01
 0.429509E+01 0.368926E+01
 0.429508E+01 0.368918E+01
 0.429505E+01 0.368904E+01
 0.429501E+01 0.368883E+01
 0.429500E+01 0.368875E+01
 0.429499E+01 0.368870E+01
 0.429498E+01 0.368867E+01
 0.429497E+01 0.368864E+01
 0.429496E+01 0.368859E+01
 0.429495E+01 0.368854E+01
 0.429493E+01 0.368847E+01
 0.429491E+01 0.368838E+01
 0.429488E+01 0.368826E+01
 0.429484E+01 0.368811E+01
 0.429479E+01 0.368792E+01
 0.429472E+01 0.368767E+01
 0.429463E+01 0.368733E+01
 0.429450E+01 0.368688E+01
 0.429432E+01 0.368627E+01
 0.429408E+01 0.368545E+01
 0.429374E+01 0.368434E+01
 0.429326E+01 0.368283E+01
 0.429260E+01 0.368076E+01
 0.429169E+01 0.367803E+01
 0.429045E+01 0.367450E+01
 0.428881E+01 0.367013E+01
 0.428662E+01 0.366485E+01
 0.428379E+01 0.365902E+01
 0.428026E+01 0.365344E+01
 0.427592E+01 0.364909E+01
 0.427076E+01 0.364730E+01
 0.426485E+01 0.364922E+01
 0.425815E+01 0.365521E+01
 0.425047E+01 0.366379E+01
 0.424163E+01 0.367377E+01
 0.423134E+01 0.368384E+01
 0.421920E+01 0.369290E+01
 0.420458E+01 0.370019E+01
 0.418651E+01 0.370494E+01
 0.416322E+01 0.370565E+01
 0.414681E+01 0.370652E+01
 0.412622E+01 0.370504E+01
 0.409915E+01 0.369778E+01
 0.407916E+01 0.369274E+01
 0.406526E+01 0.368978E+01
 0.404814E+01 0.368529E+01
 0.402670E+01 0.367766E+01
 0.399915E+01 0.366418E+01
 0.397869E+01 0.365435E+01
 0.396429E+01 0.364777E+01
 0.395456E+01 0.364358E+01
 0.394825E+01 0.364099E+01
